Country,City,AccentCity,Region,Population,Latitude,Longitude
ro,adunatii-provitii,Adunatii-Provitii,42,,45.133333,25.616667
ro,adunatii sirbeni,Adunatii Sirbeni,42,,44.466667,25.383333
ro,adunatii teiului,Adunatii Teiului,26,,44.516667,23.05
ro,afanata,Afanata,26,,44.716667,23.966667
ro,afinata,Afinata,26,,44.716667,23.966667
ro,afrimesti,Afrimesti,42,,44.483333,24.766667
ro,afumati,Afumati,03,,44.766667,24.466667
ro,afumati,Afumati,11,,45.4,26.55
ro,afumati,Afumati,26,3247.0,44.0,23.466667
ro,afumati,Afumati,38,,46.35,27.45
ro,afumati,Afumati,43,6696.0,44.516667,26.266666999999998
ro,aga,Aga,36,,45.872222,21.675556
ro,agafeni,Agafeni,28,,47.2,26.0
ro,agafton,Agafton,07,,47.716667,26.6
ro,agapia,Agapia,28,4517.0,47.166667,26.283333000000002
ro,agapieni,Agapieni,28,,47.2,26.0
ro,agarbiciu,Agarbiciu,13,,46.766667,23.283333
ro,agarbiciu,Agarbiciu,33,,46.066666999999995,24.2
ro,agarbiciul,Agarbiciul,13,,46.766667,23.283333
ro,agarbiciul,Agarbiciul,33,,46.066666999999995,24.2
ro,agarcia,Agarcia,28,,46.916667,26.283333000000002
ro,agard,Agard,27,,46.55,24.666667
ro,agas,Agas,04,6619.0,46.483333,26.216666999999998
ro,agastin,Agastin,04,,46.533333,26.366667
ro,agaua,Agaua,08,,44.833333,28.066667
ro,agemier,Agemier,21,,44.016667,28.266666999999998
ro,agemler,Agemler,21,,44.016667,28.266666999999998
ro,aghires,Aghires,05,,46.883333,23.25
ro,aghires,Aghires,31,,47.166667,23.05
ro,aghiresu,Aghiresu,05,7071.0,46.883333,23.25
ro,aghiresu-fabricei,Aghiresu-Fabricei,05,,46.883333,23.25
ro,aghiresul,Aghiresul,05,,46.883333,23.25
ro,aghiris,Aghiris,05,,46.883333,23.25
ro,agigea,Agigea,14,5405.0,44.083333,28.616667
ro,agi geul,Agi Geul,37,,45.05,28.866667
ro,agighiol,Agighiol,37,,45.05,28.866667
ro,agirbiciu,Agirbiciu,13,,46.55,23.916667
ro,agirbiciu,Agirbiciu,33,,46.066666999999995,24.2
ro,agircia,Agircia,28,,46.916667,26.283333000000002
ro,agnita,Agnita,33,10505.0,45.966667,24.616667
ro,agostin,Agostin,15,,46.05,25.55
ro,agries,Agries,06,,47.4,24.15
ro,agriesel,Agriesel,06,,47.383333,24.183332999999998
ro,agries-lunca,Agries-Lunca,06,,47.4,24.133333
ro,agrij,Agrij,31,1374.0,47.066666999999995,23.133333
ro,agris,Agris,01,,46.516667,22.033333
ro,agris,Agris,02,,46.266667,21.766667
ro,agris,Agris,13,,46.583333,23.516667
ro,agris,Agris,32,,47.883333,23.016667
ro,agristeu,Agristeu,16,,46.383333,24.683332999999998
ro,agristeul,Agristeul,16,,46.383333,24.683332999999998
ro,agrisu de jos,Agrisu de Jos,06,,47.15,24.233333
ro,agrisu de sus,Agrisu de Sus,06,,47.15,24.216667
ro,agrisul de jos,Agrisul de Jos,06,,47.15,24.233333
ro,agrisul de sus,Agrisul de Sus,06,,47.15,24.216667
ro,agrisul mic,Agrisul Mic,01,,46.516667,22.033333
ro,agrisu mare,Agrisu Mare,02,,46.266667,21.766667
ro,agudu,Agudu,11,,45.2,26.733333000000002
ro,agyagfalva,Agyagfalva,20,,46.25,25.183332999999998
ro,aigar-amet,Aigar-Amet,08,,44.916667,28.233333000000002
ro,aimasul mare,Aimasul Mare,02,,46.1,23.133333
ro,ainad,Ainad,20,,46.483333,25.833333
ro,aisesti,Aisesti,26,,44.966667,23.866667
ro,aita de mijloc,Aita de Mijloc,15,,45.983333,25.583333
ro,aita mare,Aita Mare,15,1750.0,45.966667,25.55
ro,aita medie,Aita Medie,15,,45.983333,25.583333
ro,aita mijl,Aita Mijl,15,,45.983333,25.583333
ro,aita-mijlocie,Aita-Mijlocie,15,,45.983333,25.583333
ro,aita seaca,Aita Seaca,15,,46.033333,25.683332999999998
ro,aiton,Aiton,13,1331.0,46.683333000000005,23.733333
ro,aiud,Aiud,01,28341.0,46.3,23.716667
ro,aiudu de sus,Aiudu de Sus,01,,46.316666999999995,23.683332999999998
ro,aiudul-de-sus,Aiudul-de-Sus,01,,46.316666999999995,23.683332999999998
ro,ajbental,Ajbental,26,,44.543333000000004,22.153889000000003
ro,ajnad,Ajnad,20,,46.483333,25.833333
ro,akosfalva,Akosfalva,27,,46.483333,24.633333
ro,aktenburg,Aktenburg,01,,46.266667,23.066667000000002
ro,alacap,Alacap,14,,44.216667,28.4
ro,alacop,Alacop,14,,44.216667,28.4
ro,alamor,Alamor,33,,45.933333000000005,23.983333
ro,alba,Alba,07,,48.166667,26.466666999999998
ro,alba,Alba,37,,45.066666999999995,28.533333000000002
ro,albac,Albac,01,2168.0,46.45,22.966667
ro,alba iulia,Alba Iulia,01,66085.0,46.066666999999995,23.583333
ro,alba iulia,Alba Iulia,37,,45.066666999999995,28.533333000000002
ro,albeanu-manciulescu,Albeanu-Manciulescu,41,,44.4,26.5
ro,albeasca,Albeasca,03,,44.983333,24.783333
ro,albele,Albele,04,,46.366667,26.666666999999997
ro,albele-bai,Albele-Bai,01,,45.883333,23.8
ro,albeni,Albeni,04,,46.466667,26.85
ro,albeni,Albeni,19,2820.0,45.033333,23.6
ro,albeni,Albeni,42,,44.4,25.25
ro,albescii,Albescii,11,,44.983333,26.9
ro,albesli,Albesli,17,,44.366667,23.766667
ro,albesti,Albesti,05,,46.766667,22.25
ro,albesti,Albesti,07,6578.0,47.7,27.066667
ro,albesti,Albesti,11,,44.983333,26.9
ro,albesti,Albesti,14,3459.0,43.8,28.416666999999997
ro,albesti,Albesti,17,,44.366667,23.766667
ro,albesti,Albesti,20,5382.0,46.233333,24.85
ro,albesti,Albesti,22,2702.0,44.533333,27.133333
ro,albesti,Albesti,23,,47.183333000000005,27.1
ro,albesti,Albesti,29,,44.7,24.45
ro,albesti,Albesti,35,,44.066666999999995,25.116667
ro,albesti,Albesti,38,3279.0,46.5,27.866667
ro,albesti,Albesti,39,,45.216667,24.666667
ro,albesti,Albesti,42,4503.0,45.316666999999995,25.0
ro,albesti-de mur,Albesti-de Mur,30,,44.95,26.2
ro,albestii,Albestii,30,,44.95,26.2
ro,albestii,Albestii,38,,46.5,27.866667
ro,albestii bistritei,Albestii Bistritei,06,,46.983333,24.466667
ro,albestii-muru,Albestii-Muru,30,,44.95,26.2
ro,albestii-paleolog,Albestii-Paleolog,30,,44.95,26.216666999999998
ro,albestii-paleologu,Albestii-Paleologu,30,,44.95,26.216666999999998
ro,albestii-pamanteni,Albestii-Pamanteni,39,5815.0,45.216667,24.666667
ro,albestii paminteni,Albestii Paminteni,39,,45.216667,24.666667
ro,albestii-ungureni,Albestii-Ungureni,39,,45.216667,24.666667
ro,albesti-muru,Albesti-Muru,30,,44.95,26.2
ro,albesti-paleologu,Albesti-Paleologu,30,5695.0,44.95,26.216666999999998
ro,albesti-pamanteni,Albesti-Pamanteni,39,,45.216667,24.666667
ro,albesti-paminteni,Albesti-Paminteni,39,,45.216667,24.666667
ro,albesti-ungureni,Albesti-Ungureni,39,,45.216667,24.666667
ro,albeta,Albeta,39,,45.116667,24.116667
ro,albi,Albi,33,,45.916667,24.166667
ro,albina,Albina,08,,45.183333000000005,27.866667
ro,albina,Albina,14,,44.733333,28.2
ro,albina,Albina,26,,44.633055999999996,22.9625
ro,albina,Albina,36,,45.716667,21.366667
ro,albina,Albina,38,,46.65,27.366667
ro,albin,Albin,14,,44.733333,28.2
ro,albinari,Albinari,42,,45.216667,26.15
ro,albinarii,Albinarii,42,,45.216667,26.15
ro,albis,Albis,05,,47.4,22.25
ro,albis,Albis,15,,45.933333000000005,26.0
ro,albita,Albita,38,,46.796667,28.141944
ro,albota,Albota,39,,45.116667,24.116667
ro,albota de jos,Albota de Jos,03,,44.766667,24.833333
ro,albota de sus,Albota de Sus,03,,44.783333,24.85
ro,albotesti,Albotesti,04,,46.466667,26.483333000000002
ro,albrechtsflor,Albrechtsflor,36,,45.9575,20.496389
ro,albrechtsflur,Albrechtsflur,36,,45.9575,20.496389
ro,albule,Albule,03,,45.05,25.066667000000002
ro,albulesti,Albulesti,03,,45.05,25.066667000000002
ro,albulesti,Albulesti,26,,44.516667,23.2
ro,albutele,Albutele,03,,44.916667,25.05
ro,alcazi,Alcazi,04,,46.516667,26.966666999999998
ro,alcsil,Alcsil,02,,46.283333,22.266667
ro,al-csill,Al-Csill,02,,46.283333,22.266667
ro,aldamas,Aldamas,20,,46.55,26.083333
ro,aldamasul,Aldamasul,20,,46.55,26.083333
ro,aldasos,Aldasos,02,,46.0,22.216667
ro,aldea,Aldea,20,,46.25,25.433332999999998
ro,aldeni,Aldeni,11,,45.316666999999995,26.75
ro,aldesti,Aldesti,04,,46.783333,26.866667
ro,aldesti,Aldesti,29,,44.7,24.383333
ro,aldesti,Aldesti,38,,46.133333,27.9
ro,aldesti,Aldesti,39,,45.066666999999995,24.433332999999998
ro,aldoboly,Aldoboly,15,,45.783333,25.75
ro,aldofalva,Aldofalva,02,,46.383333,22.033333
ro,aldorf,Aldorf,06,,47.166667,24.516667
ro,alecsandri,Alecsandri,04,,46.7,27.133333
ro,alecus,Alecus,01,,46.283333,23.983333
ro,alesd,Alesd,05,10264.0,47.066666999999995,22.416667
ro,alesi,Alesi,16,,44.633333,25.833333
ro,alesii cioconesti,Alesii Cioconesti,16,,44.633333,25.833333
ro,aleus,Aleus,05,,47.15,22.633333
ro,alexanderhausen,Alexanderhausen,36,,45.925,20.890278
ro,alexandra-cel-bun,Alexandra-cel-Bun,23,,47.45,27.3
ro,alexandria,Alexandria,20,,46.233333,25.316667000000002
ro,alexandria,Alexandria,35,49346.0,43.983333,25.333333
ro,alexandria,Alexandria,42,,45.266667,24.816667000000002
ro,alexandri,Alexandri,04,,46.7,27.133333
ro,alexandri,Alexandri,37,,44.8,28.5
ro,alexandri,Alexandri,42,,45.266667,24.816667000000002
ro,alexandrina,Alexandrina,04,,46.4,26.883333
ro,alexandrina,Alexandrina,42,,43.816666999999995,25.45
ro,alexandrita,Alexandrita,20,,46.233333,25.316667000000002
ro,alexandru cel bun,Alexandru cel Bun,23,,47.45,27.3
ro,alexandru cretu,Alexandru Cretu,38,,46.483333,27.516666999999998
ro,alexandru ioan cuza,Alexandru Ioan Cuza,23,2951.0,47.133333,26.85
ro,alexandru ioan cuza,Alexandru Ioan Cuza,41,,44.466667,26.516666999999998
ro,alexandru juganaru,Alexandru Juganaru,38,,46.333333,27.433333
ro,alexandru lahovari,Alexandru Lahovari,35,,44.165833,25.561667
ro,alexandru odobescu,Alexandru Odobescu,40,,45.5,26.933333
ro,alexandru odobescu,Alexandru Odobescu,41,3062.0,44.266667,27.083333000000003
ro,alexandru vaida voevod,Alexandru Vaida Voevod,40,,45.583333,27.15
ro,alexandru vaida voivod,Alexandru Vaida Voivod,40,,45.583333,27.15
ro,alexandru vlahuta,Alexandru Vlahuta,38,3139.0,46.416667,27.633333
ro,alexandru vlahuta,Alexandru Vlahuta,40,,45.533333,27.1
ro,alexeni,Alexeni,06,,47.316666999999995,25.133333
ro,alexeni,Alexeni,19,,45.133333,23.25
ro,alexeni,Alexeni,23,,46.966667,27.35
ro,alexeni,Alexeni,42,2478.0,44.683333000000005,26.7
ro,alexesti,Alexesti,23,,46.883333,27.433333
ro,alexesti,Alexesti,26,,44.966667,23.866667
ro,alexieni,Alexieni,19,,45.133333,23.25
ro,alfalu,Alfalu,20,,46.7,25.5
ro,algya,Algya,02,,46.383333,22.033333
ro,algyest,Algyest,02,,46.383333,22.033333
ro,alibei-ceair,Alibei-Ceair,14,,44.183333000000005,28.65
ro,aliceni,Aliceni,11,,45.266667,26.866667
ro,aliceni,Aliceni,32,,47.966667,23.3
ro,alifaca,Alifaca,14,,44.766667,28.4
ro,aliman,Aliman,21,3015.0,44.183333000000005,27.85
ro,aliman,Aliman,35,,43.916667,25.066667000000002
ro,alimanesti,Alimanesti,29,,44.266667,24.533333
ro,alimanul,Alimanul,21,,44.183333000000005,27.85
ro,alimpesti,Alimpesti,26,2232.0,45.083333,23.8
ro,alios,Alios,36,,46.033333,21.483333
ro,aliosch,Aliosch,36,,46.033333,21.483333
ro,aliza,Aliza,32,,47.683333000000005,22.716667
ro,allios,Allios,36,,46.033333,21.483333
ro,allyos,Allyos,36,,46.033333,21.483333
ro,alma,Alma,27,,46.216667,24.483333
ro,almagea,Almagea,37,,44.95,28.433333
ro,alma intre vii,Alma intre Vii,33,,46.05,24.433332999999998
ro,almajel,Almajel,26,,44.383333,23.033333
ro,almajelu,Almajelu,26,,44.383333,23.033333
ro,almajiu,Almajiu,17,4108.0,44.45,23.716667
ro,almajiul,Almajiul,17,,44.45,23.716667
ro,almaju,Almaju,17,,44.45,23.716667
ro,almajul,Almajul,17,,44.45,23.716667
ro,almalau,Almalau,41,,44.083333,27.35
ro,almas,Almas,02,2957.0,46.083333,22.433332999999998
ro,almas,Almas,15,,46.083333,26.233333000000002
ro,almas,Almas,28,,47.016667,26.333333000000003
ro,almasel,Almasel,02,,46.083333,22.433332999999998
ro,almas retye,Almas Retye,15,,46.083333,26.233333000000002
ro,almas-saliste,Almas-Saliste,02,,46.066666999999995,22.516667
ro,almas-seliste,Almas-Seliste,02,,46.066666999999995,22.516667
ro,almasu,Almasu,05,2801.0,46.95,23.133333
ro,almasu de mijloc,Almasu de Mijloc,02,,46.066666999999995,23.1
ro,almasul,Almasul,05,,46.95,23.133333
ro,almasul-de-mijoc,Almasul-de-Mijoc,02,,46.066666999999995,23.1
ro,almasul-mare,Almasul-Mare,02,,46.1,23.133333
ro,almasul mare,Almasul Mare,05,,47.316666999999995,22.533333
ro,almasul-mic,Almasul-Mic,05,,47.316666999999995,22.516667
ro,almasul mic,Almasul Mic,21,,45.816666999999995,22.9
ro,almasul-mic-de-munte,Almasul-Mic-de-Munte,02,,46.05,23.083333
ro,almasul sec,Almasul Sec,21,,45.85,22.866667
ro,almasu mare,Almasu Mare,02,1649.0,46.1,23.133333
ro,almasu mare,Almasu Mare,05,,47.316666999999995,22.533333
ro,almasu mic,Almasu Mic,05,,47.166667,22.133333
ro,almasu mic,Almasu Mic,21,,45.816666999999995,22.9
ro,almasu mic de munte,Almasu Mic de Munte,02,,46.05,23.083333
ro,almasu-sec,Almasu-Sec,21,,45.85,22.866667
ro,alma vii,Alma Vii,33,,46.05,24.433332999999998
ro,almenes,Almenes,02,,46.25,21.983333
ro,al moecs,Al Moecs,09,,45.483333,25.316667000000002
ro,alntalau,Alntalau,41,,44.083333,27.35
ro,alparea,Alparea,05,,47.033333,22.05
ro,alpare,Alpare,05,,47.033333,22.05
ro,alsobencsek,Alsobencsek,36,,45.9,21.433332999999998
ro,alsoboldogfalva,Alsoboldogfalva,20,,46.266667,24.983333
ro,alsobolkeny,Alsobolkeny,27,,46.733333,24.8
ro,alsocsernaton,Alsocsernaton,15,,45.95,26.033333
ro,also-csil,Also-Csil,02,,46.283333,22.266667
ro,alsodombro,Alsodombro,02,,46.1,22.066667000000002
ro,alsofeketevolgy,Alsofeketevolgy,05,,46.566666999999995,22.483333
ro,alsofuves,Alsofuves,05,,46.483333,22.5
ro,alsohomorod,Alsohomorod,32,,47.666667,23.083333
ro,alsoidecs,Alsoidecs,27,,46.8,24.75
ro,alsokimpany,Alsokimpany,05,,46.516667,22.516667
ro,alsokoher,Alsokoher,27,,46.683333000000005,24.883333
ro,also koroknya,Also Koroknya,02,,46.316666999999995,22.283333
ro,alsokoves,Alsokoves,02,,46.033333,22.1
ro,alsokristyor,Alsokristyor,02,,46.433333000000005,22.533333
ro,alsoksaly,Alsoksaly,13,,47.166667,23.883333
ro,alsopoeny,Alsopoeny,05,,46.6,22.5
ro,alsopojeny,Alsopojeny,05,,46.6,22.5
ro,alsorepa,Alsorepa,06,,46.933333000000005,24.766667
ro,alsosofalva,Alsosofalva,20,,46.533333,25.133333
ro,alsoszakacs,Alsoszakacs,02,,46.216667,22.3
ro,alsosztamora,Alsosztamora,36,,45.2875,21.250833
ro,alsotamasd,Alsotamasd,21,,46.016667,22.483333
ro,alsovalenyagra,Alsovalenyagra,05,,46.566666999999995,22.483333
ro,alsoverzar,Alsoverzar,05,,46.483333,22.5
ro,alsovroszi,Alsovroszi,27,,46.716667,24.9
ro,alsozorlenc,Alsozorlenc,12,,45.450556,21.956111
ro,alszeg,Alszeg,15,,46.05,26.266666999999998
ro,altan-tepe,Altan-Tepe,37,,44.783333,28.6
ro,altarad,Altarad,02,,46.183333000000005,21.316667000000002
ro,alt-beba,Alt-Beba,36,,46.133333,20.316667000000002
ro,altbeschenowa,Altbeschenowa,36,,46.05,20.483333
ro,altdorf,Altdorf,06,,47.166667,24.516667
ro,altina,Altina,33,1587.0,45.933333000000005,24.466667
ro,altin-tepe,Altin-Tepe,37,,44.783333,28.6
ro,alt-paulisch,Alt-Paulisch,02,,46.116667,21.583333
ro,altringen,Altringen,36,,45.983333,21.55
ro,alt-tohan,Alt-Tohan,09,,45.566666999999995,25.366667
ro,alun,Alun,02,,45.7,22.683332999999998
ro,alungeni,Alungeni,15,,46.016667,26.016667
ro,alunis,Alunis,13,1370.0,47.033333,23.75
ro,alunis,Alunis,16,,45.083333,25.283333
ro,alunis,Alunis,26,,44.733333,23.633333
ro,alunis,Alunis,27,3258.0,46.9,24.816667000000002
ro,alunis,Alunis,31,,47.383333,23.283333
ro,alunis,Alunis,42,3677.0,45.2,25.866667
ro,alunisu,Alunisu,03,,44.716667,24.55
ro,alunisu,Alunisu,05,,46.833333,22.95
ro,alunisu,Alunisu,39,,45.066666999999995,24.6
ro,alunisu,Alunisu,42,,44.716667,25.733333
ro,alunisu,Alunisu,43,,44.35,26.05
ro,alunisu de jos,Alunisu de Jos,03,,44.716667,24.55
ro,alunisu de sus,Alunisu de Sus,03,,44.75,24.533333
ro,alunisul,Alunisul,03,,44.716667,24.55
ro,alunisul,Alunisul,06,,47.4,24.283333
ro,alunisul,Alunisul,16,,45.083333,25.283333
ro,alunisul,Alunisul,26,,44.633333,22.866667
ro,alunisul,Alunisul,34,,47.883333,26.266666999999998
ro,alunisul,Alunisul,39,,45.3,24.766667
ro,alunisul de jos,Alunisul de Jos,03,,44.716667,24.55
ro,alunisul de sus,Alunisul de Sus,03,,44.75,24.533333
ro,alunu,Alunu,21,,45.683333000000005,23.1
ro,alunu,Alunu,26,4495.0,45.016667,23.816667000000002
ro,alunul,Alunul,26,,45.016667,23.816667000000002
ro,alverc,Alverc,12,,45.383333,21.75
ro,amara,Amara,11,,45.25,27.283333000000002
ro,amara,Amara,22,7557.0,44.616667,27.316667
ro,amara noua,Amara Noua,11,,45.25,27.283333000000002
ro,amarasti,Amarasti,26,2109.0,44.766667,24.15
ro,amarasti-de-jos,Amarasti-de-Jos,26,,43.95,24.166667
ro,amarastii de jos,Amarastii de Jos,26,5870.0,43.95,24.166667
ro,amarastii de sus,Amarastii de Sus,26,3879.0,43.983333,24.15
ro,amarastii-dos,Amarastii-Dos,26,,44.766667,24.15
ro,amarastii-fata,Amarastii-Fata,26,,44.766667,24.15
ro,amara veche,Amara Veche,11,,45.25,27.283333000000002
ro,amaru,Amaru,42,2749.0,44.933333000000005,26.583333000000003
ro,amarul,Amarul,42,,44.933333000000005,26.583333000000003
ro,amat,Amat,32,,47.75,22.916667
ro,amati,Amati,32,,47.75,22.916667
ro,ambru,Ambru,02,,46.383333,23.283333
ro,ambud,Ambud,32,,47.766667,22.95
ro,amnas,Amnas,33,,45.85,23.9
ro,ampoita,Ampoita,01,,46.116667,23.45
ro,amzacea,Amzacea,14,2647.0,43.95,28.4
ro,amzulesti,Amzulesti,26,,44.0,23.483333
ro,anadolchioi,Anadolchioi,14,,44.2,28.633333
ro,analog,Analog,38,,46.633333,27.233333000000002
ro,andacs,Andacs,02,,46.816666999999995,21.7
ro,andici,Andici,13,,46.65,23.95
ro,andolina,Andolina,41,,44.2,27.033333000000002
ro,andrasesti,Andrasesti,22,2272.0,44.566666999999995,27.133333
ro,andrasfalva,Andrasfalva,20,,46.35,25.016667
ro,andreeni,Andreeni,20,,46.35,25.016667
ro,andreesti,Andreesti,11,,45.2,27.216666999999998
ro,andreesti,Andreesti,26,,44.783333,23.533333
ro,andreesti,Andreesti,39,,44.816666999999995,24.2
ro,andreesti-zamfiresti,Andreesti-Zamfiresti,11,,45.2,27.216666999999998
ro,andreiasu de jos,Andreiasu de Jos,40,2000.0,45.75,26.833333000000003
ro,andreiasu de sus,Andreiasu de Sus,40,,45.716667,26.866667
ro,andreica,Andreica,36,,45.866667,21.566667000000002
ro,andrei saguna,Andrei Saguna,02,,46.283333,21.35
ro,andreneasa,Andreneasa,27,,46.95,25.05
ro,andreneasza,Andreneasza,27,,46.95,25.05
ro,andrica,Andrica,36,,45.866667,21.566667000000002
ro,andrid,Andrid,05,2627.0,47.516667,22.35
ro,andrieseni,Andrieseni,23,4501.0,47.533333,27.283333000000002
ro,andriesesti,Andriesesti,04,,46.633333,26.833333000000003
ro,andriesu,Andriesu,40,,45.75,26.833333000000003
ro,andriesu-de-jos,Andriesu-de-Jos,40,,45.75,26.833333000000003
ro,andriesu-de-sus,Andriesu-de-Sus,40,,45.716667,26.866667
ro,andriesul-de-jos,Andriesul-de-Jos,40,,45.75,26.833333000000003
ro,andriesul de sus,Andriesul de Sus,40,,45.716667,26.866667
ro,androchel,Androchel,33,,45.933333000000005,24.466667
ro,androeni,Androeni,21,,45.35,23.233333
ro,andronache,Andronache,10,,44.483333,26.15
ro,andronesti,Andronesti,06,,47.333333,25.116667
ro,andronestilor,Andronestilor,06,,47.333333,25.116667
ro,angelesti,Angelesti,26,,45.066666999999995,23.85
ro,anghelesti,Anghelesti,02,,46.25,23.2
ro,anghelesti,Anghelesti,26,,45.066666999999995,23.85
ro,anghelesti,Anghelesti,38,,46.083333,27.05
